Protein "Molecular weight (g/mol)" d00 d05 d10 d20 d20+06h d20+48h d00 d05 d10 d20 d20+06h d20+48h
Rv2230c 39597.8 278 265 289 231 229 244 33.2 25.5 10.5 11.9 5.7 25.6
Rv2231c 38904.7 60 47 38 36 39 58 3.9 3.9 12.3 9.5 7.9 4.2
Rv2237 29067.5 100 87 83 80 81 79 7.1 11.8 13.0 10.6 1.5 16.7
Rv2237A 8475.7 578 596 588 501 526 501 140.4 24.7 106.1 62.1 38.5 56.8
Rv2238c 16819.0 182 217 210 177 173 208 11.7 3.2 4.4 4.6 15.5 63.8
Rv2240c 20051.6 128 95 71 68 62 94 10.0 13.3 24.1 23.7 3.0 8.2
Rv2241 100185.0 1161 1141 1235 877 969 1313 39.2 99.6 171.2 66.6 16.4 181.2
Rv2242 44605.6 129 161 137 150 153 120 14.0 25.2 46.9 2.0 14.2 32.8
Rv2243 30756.1 1055 778 666 650 927 1124 276.2 27.1 115.5 129.3 141.4 206.9
Rv2244 12491.9 35370 22356 17542 16831 18821 29137 510.8 3840.4 1283.1 2219.6 1720.8 9192.4
Rv2245 43284.1 1992 2227 1987 1617 1700 2012 298.0 253.2 71.5 107.7 111.4 471.3
Rv2246 46388.7 2758 2857 2761 2577 2638 2735 240.4 141.9 274.8 275.0 224.0 349.8
Rv2247 50136.0 983 397 315 312 434 696 104.1 59.2 66.5 51.9 32.6 122.5
Rv2249c 54143.9 27 29 30 27 29 25 2.2 5.9 8.4 4.4 5.2 8.9
Rv2250A 15458.6 60 51 54 49 53 50 3.0 4.1 13.7 3.0 1.5 5.8
Rv2251 49782.5 197 189 177 158 184 203 21.3 26.8 40.0 14.3 6.7 43.4
Rv2252 32805.4 86 98 83 82 100 92 13.7 7.3 17.9 10.8 14.8 19.1
Rv2256c 18896.3 77 124 128 135 144 137 9.3 13.7 18.4 24.9 16.1 18.3
Rv2257c 28385.1 118 96 100 108 108 130 15.1 5.9 9.3 16.0 10.8 12.1
Rv2258c 37513.6 645 502 444 382 416 665 37.7 38.2 36.1 36.7 42.5 124.4
Rv2259 37888.2 184 188 194 162 180 191 17.2 16.1 35.9 9.3 6.8 26.3
Rv2260 22137.6 291 307 289 225 209 244 32.9 19.8 17.7 16.2 17.0 23.5
Rv2263 33965.9 122 107 133 144 149 109 12.7 15.6 37.4 5.0 10.6 12.6
Rv2271 11534.9 299 152 116 116 124 287 64.9 17.1 14.2 5.0 5.9 30.2
Rv2275 31612.4 25 16 18 17 19 26 7.9 1.5 2.0 1.5 1.6 4.8
Rv2276 43256.0 28 20 16 15 18 25 4.8 5.4 1.1 1.4 6.8 3.7
Rv2280 48052.0 1247 1564 1601 1108 1160 1017 150.0 62.8 424.3 76.3 138.6 133.8
Rv2282c 32989.1 80 88 79 77 86 89 2.1 13.0 24.6 5.1 11.3 18.4
Rv2284 46681.4 380 460 411 397 434 447 18.2 18.5 24.7 20.5 31.2 5.6
Rv2285 47675.0 163 173 196 198 214 173 24.5 19.4 10.3 4.8 40.1 33.4
Rv2286c 25642.3 146 144 141 123 133 136 23.2 9.0 14.4 15.4 2.1 15.1
Rv2289 28576.4 710 367 301 138 162 412 232.1 52.4 9.2 16.6 16.7 42.0
Rv2290 17324.3 68 58 72 47 61 60 9.8 8.8 13.5 4.5 5.0 13.1
Rv2291 29367.9 115 148 188 176 162 114 12.4 7.0 23.1 29.3 15.2 18.8
Rv2294 44251.1 428 533 464 325 364 333 35.7 87.4 46.1 28.0 21.1 50.0
Rv2296 33357.9 1272 1357 1394 1175 1351 1266 144.6 29.0 55.5 24.0 73.8 155.6
Rv2297 16467.9 120 106 96 84 75 81 12.4 14.4 4.5 12.2 7.9 14.7
Rv2298 34986.1 589 695 668 548 559 649 26.2 27.2 45.7 61.1 36.1 80.6
Rv2299c 72961.1 1465 1628 1523 1459 1663 1792 322.3 63.9 312.0 49.7 93.4 149.2
Rv2301 23894.1 147 126 69 30 29 87 13.5 8.4 16.0 5.3 2.6 14.5
Rv2302 8590.5 565 420 649 570 561 312 229.8 51.3 32.1 36.3 65.4 24.7
Rv2305 46124.0 175 150 176 170 171 142 18.5 16.0 41.1 52.6 29.5 20.2
Rv2314c 48712.0 304 283 318 334 273 336 36.4 13.3 73.4 68.9 48.1 95.9
Rv2315c 54546.1 274 344 367 282 329 302 29.9 21.3 23.8 36.3 16.0 35.9
Rv2326c 72835.5 208 217 186 182 196 184 15.4 8.7 29.8 9.6 27.2 11.8
Rv2327 17207.8 96 124 114 104 113 110 9.4 14.0 15.8 12.7 8.2 20.0
Rv2332 59422.6 55 69 60 54 63 67 8.5 4.3 10.8 4.7 8.2 23.4
Rv2334 32752.7 755 1205 1088 1130 1144 760 99.5 105.9 113.9 205.1 161.3 84.7
Rv2335 23770.4 22 34 23 23 29 21 7.1 7.9 5.8 3.8 2.8 4.2
Rv2338c 35271.3 116 89 90 82 92 73 10.6 8.7 10.2 14.5 15.6 12.7
Rv2343c 69593.0 155 168 143 122 148 168 14.0 21.2 17.0 21.0 21.7 46.8
Rv2344c 46879.6 131 123 171 150 166 151 5.5 17.3 17.9 16.0 8.7 28.8
Rv2345 70029.7 384 343 354 322 326 353 2.1 25.4 33.2 27.3 29.9 63.0
Rv2357c 52905.7 456 498 502 484 514 541 37.0 26.5 49.6 41.2 10.5 90.2
Rv2358 14421.5 118 143 133 124 126 107 6.6 11.7 8.6 3.1 11.7 29.9
Rv2359 14397.9 97 136 162 144 137 85 19.2 8.7 30.7 12.0 11.1 20.4
Rv2360c 15347.6 82 100 102 104 104 92 3.0 6.7 13.2 1.5 8.9 14.1
Rv2361c 33759.3 96 111 106 100 112 100 10.0 15.3 13.5 14.0 10.4 18.8
Rv2363 50851.7 187 171 174 174 182 186 10.6 16.4 29.4 9.6 10.4 19.5
Rv2365c 11130.8 50 39 33 43 45 48 4.6 3.3 4.2 6.1 2.2 11.0
Rv2368c 37767.3 89 184 185 173 211 127 22.6 31.1 26.2 9.6 14.1 10.6
Rv2373c 40456.8 655 796 717 711 893 891 41.0 16.5 202.5 170.6 45.8 85.9
Rv2374c 36474.5 174 294 304 301 318 235 15.8 17.9 50.5 6.4 40.1 35.3
Rv2375 12025.7 50 58 66 71 61 53 5.2 6.7 5.3 10.7 3.3 16.2
Rv2376c 16635.0 1904 1659 956 227 269 1319 460.7 133.6 455.0 19.8 55.2 102.2
Rv2377c 8049.9 80 65 39 35 36 55 18.7 12.8 24.1 18.8 16.4 9.0
Rv2380c 183282.0 1506 1602 1603 1691 1788 1463 272.8 122.3 221.9 128.6 125.8 160.1
Rv2387 45008.5 104 135 82 109 109 101 9.6 14.4 32.2 12.4 19.6 8.4
Rv2391 62997.5 609 968 845 720 769 714 34.5 12.5 172.0 73.0 32.7 115.0
Rv2392 27422.9 244 443 408 336 327 220 8.3 29.5 6.6 7.6 29.9 34.1
Rv2394 66527.5 193 193 172 159 144 157 15.8 4.7 9.4 20.6 18.5 30.3
Rv2397c 37443.8 422 388 327 326 475 254 83.1 44.7 57.4 44.2 33.6 35.6
Rv2400c 37418.3 382 562 438 378 390 231 69.9 49.6 48.8 27.9 8.9 19.1
Rv2402 72734.0 175 166 188 160 180 145 18.4 9.2 18.6 2.1 20.3 20.6
Rv2404c 72363.7 136 152 125 109 124 149 16.4 5.6 8.2 7.6 11.9 24.7
Rv2405 21241.1 37 42 43 50 41 43 9.3 10.3 2.3 16.8 1.6 15.4
Rv2406c 15053.5 242 218 220 669 213 297 42.9 31.7 7.1 816.6 28.6 243.9
Rv2409c 31028.8 229 206 194 195 208 188 19.6 12.7 34.5 30.4 9.1 37.1
Rv2410c 36020.6 253 246 217 180 205 202 21.7 13.4 13.0 5.6 10.9 27.2
Rv2411c 61383.4 303 363 333 306 307 276 11.9 36.6 1.1 47.6 9.1 28.7
Rv2413c 33113.7 155 128 143 124 127 137 9.3 21.9 37.3 18.8 15.5 48.3
Rv2416c 43771.8 237 221 223 181 194 259 14.4 11.3 5.2 7.8 14.8 33.6
Rv2417c 28455.7 113 127 102 111 121 109 6.8 2.7 21.6 15.9 5.3 10.1
Rv2418c 27225.2 117 99 89 87 90 92 4.2 2.7 10.3 2.4 5.5 21.2
Rv2419c 24174.3 88 89 78 90 75 95 15.2 11.4 23.7 11.1 13.4 15.5
Rv2421c 23053.0 89 88 87 71 81 103 34.3 10.0 4.0 5.3 5.6 15.4
Rv2426c 31918.7 133 159 181 176 166 125 18.3 7.5 23.6 30.7 5.5 25.7
Rv2427c 43744.7 563 721 661 614 570 684 62.0 121.2 55.8 153.9 75.0 198.6
Rv2428 21566.3 1219 1993 1348 1100 1117 2199 322.9 153.4 100.4 131.1 88.5 448.4
Rv2429 18780.6 340 434 381 372 365 432 16.1 18.2 54.8 20.4 45.8 36.5
Rv2438c 74682.5 179 235 211 188 210 189 13.5 23.1 25.4 2.8 18.4 16.4
Rv2439c 38788.3 141 145 167 136 162 134 28.3 5.8 17.5 10.4 12.0 79.7
Rv2440c 50429.0 86 76 70 66 77 75 11.0 4.2 6.6 12.6 10.6 8.7
Rv2441c 8968.2 539 584 454 381 445 695 130.5 93.2 54.9 50.4 34.6 208.7
Rv2442c 11151.1 1272 1251 867 648 755 1140 253.2 158.8 94.2 12.1 6.1 277.8
Rv2444c 103358.0 425 534 460 425 480 669 95.9 46.2 23.7 51.0 29.3 132.7
Rv2445c 14475.5 1177 932 945 836 847 1227 73.1 78.2 55.3 44.1 58.5 310.0
Rv2447c 50779.3 264 280 244 226 234 235 47.2 14.5 16.0 21.9 15.0 18.0
Rv2448c 97820.5 317 377 382 314 358 383 13.1 10.8 5.9 13.7 11.7 35.0
Rv2449c 44346.5 273 261 269 239 301 206 41.6 33.3 7.5 12.9 24.7 30.7
Rv2453c 21052.4 415 477 468 393 419 382 43.9 47.1 38.1 66.1 25.4 91.0
Rv2454c 40143.2 668 711 771 745 675 679 53.7 26.4 135.3 52.1 84.1 204.5
Rv2455c 69150.4 743 680 649 495 585 653 55.3 35.1 17.1 76.8 62.6 174.2
Rv2457c 46782.7 353 1990 1815 1989 1821 517 56.6 132.6 452.1 484.4 233.8 113.1
Rv2460c 23507.7 2149 2438 2563 2453 2521 2345 98.3 90.8 246.5 318.1 53.9 214.4
Rv2461c 21675.6 3071 3227 3052 2919 3127 3734 102.0 316.7 192.9 242.0 136.9 633.4
Rv2462c 50584.0 2290 2178 1823 1465 1416 2300 168.6 287.7 151.1 19.4 101.7 372.0
Rv2465c 17277.5 565 653 704 586 596 665 4.8 2.8 55.8 53.5 82.0 135.2
Rv2466c 23035.0 647 617 740 811 927 422 63.0 67.8 53.8 178.3 87.3 22.9
Rv2467 94252.7 698 656 662 571 678 738 43.6 28.6 67.2 53.5 80.3 24.1
Rv2468c 17288.6 861 985 1222 995 995 776 14.3 116.4 194.5 258.7 184.6 35.5
Rv2470 14949.8 244 378 342 316 324 323 7.0 16.6 59.5 20.2 34.1 53.6
Rv2473 25101.3 117 107 107 108 119 101 5.1 14.4 29.6 16.8 9.7 21.2
Rv2475c 15733.0 148 110 116 105 112 131 16.9 15.1 14.4 21.2 8.0 16.4
Rv2476c 176900.0 709 645 1086 1137 1057 701 17.4 104.3 277.4 14.9 49.4 66.9
Rv2477c 61893.1 863 1169 1190 1135 1126 1086 72.6 18.9 52.1 100.3 37.2 173.2
Rv2482c 88283.0 58 45 58 55 62 38 6.2 12.7 10.9 2.2 6.6 6.7
Rv2483c 61788.1 54 64 64 71 74 56 14.1 4.8 14.6 9.3 10.0 13.6
Rv2484c 52309.1 40 29 33 33 32 31 3.3 2.5 2.7 2.1 3.6 2.9
Rv2486 26280.1 300 294 275 249 270 319 16.6 9.5 35.4 20.8 10.0 41.3
Rv2493 7864.9 128 99 77 93 98 99 20.0 10.8 20.6 7.1 3.1 37.0
Rv2495c 41061.0 364 549 562 570 638 564 14.2 58.4 89.0 26.2 88.0 57.9
Rv2496c 38064.3 251 473 576 631 656 508 16.9 55.2 61.5 49.6 27.8 115.4
Rv2497c 40615.8 436 418 391 368 378 415 45.7 5.4 8.8 20.0 34.0 167.1
Rv2498c 28885.8 221 298 279 263 269 312 17.2 11.0 18.1 16.3 22.1 54.4
Rv2499c 20226.9 21 30 41 38 39 29 2.6 5.3 3.3 4.7 1.2 8.6
Rv2500c 41916.4 201 352 424 495 475 291 32.3 19.8 15.5 37.9 39.5 27.4
Rv2501c 70592.2 209 254 253 272 320 197 39.9 61.1 49.3 21.2 21.5 33.5
Rv2502c 56745.7 49 72 67 49 72 55 13.1 4.0 3.1 8.1 9.4 19.9
Rv2503c 22898.4 36 54 62 59 75 50 2.9 12.1 5.8 13.6 1.7 5.9
Rv2504c 26275.7 154 300 328 367 377 230 5.0 16.6 9.1 22.5 11.2 22.4
Rv2506 23187.6 49 67 85 83 91 56 4.4 14.8 7.4 4.9 9.0 8.0
Rv2509 28013.2 450 485 458 445 490 513 82.7 29.2 47.2 59.8 4.5 41.3
Rv2510c 56546.7 136 166 147 138 150 102 47.1 12.6 24.5 16.3 11.7 23.4
Rv2511 23410.4 195 203 203 175 194 211 26.0 8.7 24.4 4.3 7.5 13.0
Rv2516c 29355.3 65 73 69 75 82 66 3.4 2.8 3.5 4.3 8.5 8.1
Rv2518c 43365.9 189 214 162 132 149 194 28.5 10.5 12.5 13.2 2.3 24.7
Rv2520c 8341.7 344 349 304 278 274 421 111.6 71.7 28.4 19.1 18.2 239.7
Rv2521 17045.3 792 965 982 996 1010 838 37.8 13.0 48.7 168.7 127.6 77.8
Rv2522c 49293.4 46 38 45 46 42 43 6.8 16.6 20.0 11.9 8.9 7.8
Rv2524c 326222.0 1472 656 504 668 588 1031 181.2 119.9 118.4 151.0 46.7 147.6
Rv2526 8242.3 236 259 248 175 220 243 27.2 15.0 64.9 66.6 14.8 35.5
Rv2527 15175.3 23 25 20 21 26 19 6.7 2.0 3.9 4.1 0.2 3.4
Rv2528c 33648.2 235 263 228 218 254 278 21.0 12.0 24.5 44.1 23.7 39.7
Rv2529 50160.1 113 78 70 67 82 104 10.3 7.8 3.6 8.1 4.3 47.6
Rv2531c 106029.0 149 154 150 128 144 115 2.8 9.2 37.6 10.6 16.0 12.4
Rv2533c 16740.2 265 243 281 407 251 259 22.9 20.2 20.8 291.6 10.1 24.2
Rv2534c 20375.1 406 760 757 677 711 594 9.2 47.8 108.9 112.6 86.4 31.6
Rv2535c 38758.9 531 726 996 910 1040 574 51.0 33.6 110.7 125.3 68.2 106.1
Rv2536 24626.3 398 258 257 259 293 336 63.0 30.1 49.9 15.1 34.3 75.6
Rv2537c 15790.0 63 76 70 63 68 50 3.5 11.9 7.4 12.9 5.7 3.2
Rv2538c 38119.1 108 109 138 121 128 104 4.4 15.1 31.2 1.4 10.0 37.1
Rv2540c 41760.4 230 286 304 281 296 278 12.0 15.0 28.6 21.7 9.4 33.6
Rv2548A 13943.4 159 137 156 158 145 154 39.2 9.0 15.9 18.7 11.3 17.2
Rv2553c 45473.8 79 54 50 38 39 56 8.1 6.3 14.3 12.3 7.4 5.9
Rv2554c 18033.4 161 162 132 108 119 149 3.9 20.8 11.2 3.7 11.9 31.9
Rv2555c 97324.8 431 472 460 411 468 484 30.6 21.8 14.6 19.9 43.8 82.8
Rv2556c 13892.6 251 254 330 282 285 238 31.6 13.7 59.0 29.1 46.2 28.3
Rv2557 24277.3 178 282 379 366 239 134 93.3 69.4 44.8 50.9 4.6 14.3
Rv2558 25700.4 21 26 53 41 18 13 13.0 2.8 9.3 8.0 4.0 2.2
Rv2559c 47499.2 47 58 52 61 64 60 3.4 6.2 11.9 6.9 8.4 6.7
Rv2563 36025.4 522 442 378 363 408 490 36.4 39.1 64.8 55.9 80.4 39.2
Rv2564 35428.7 260 235 299 307 320 220 42.3 34.8 69.5 18.1 28.9 20.2
Rv2565 62123.8 111 95 107 117 118 89 3.0 18.1 11.6 10.1 13.8 7.0
Rv2566 124504.0 165 155 210 179 179 156 24.6 8.4 70.2 26.2 8.8 25.0
Rv2567 95448.6 217 198 174 174 182 199 20.2 12.7 27.4 10.1 34.4 13.3
Rv2568c 38002.6 77 83 73 64 70 82 4.8 6.9 7.0 6.5 0.8 8.6
Rv2569c 34378.5 155 164 139 126 160 170 3.9 16.2 15.3 14.0 13.0 45.3
Rv2571c 36789.9 32 28 25 20 24 31 2.6 1.7 2.8 1.6 4.7 3.8
Rv2572c 65194.8 263 252 224 278 287 295 18.8 24.1 4.8 65.2 34.1 17.4
Rv2574 19001.9 158 180 132 132 163 154 6.3 10.0 12.2 9.3 21.8 13.9
Rv2575 30806.2 245 239 222 164 173 250 9.8 25.2 5.8 5.9 12.3 12.6
Rv2576c 15760.9 21 28 25 14 11 19 2.6 1.7 8.7 1.8 1.3 2.0
Rv2579 33728.2 425 523 515 473 483 576 55.2 63.3 36.8 18.9 23.9 62.0
Rv2580c 45117.1 344 394 367 330 379 437 26.5 33.4 32.2 20.2 8.7 75.9
Rv2581c 24165.6 256 301 279 245 247 301 34.2 12.8 13.5 6.1 17.5 57.4
Rv2582 32370.9 554 463 476 416 463 511 23.8 61.9 84.7 105.2 109.9 78.3
Rv2583c 87321.8 128 142 120 124 128 137 20.2 16.1 17.7 2.5 8.9 42.0
Rv2584c 23155.7 421 276 269 244 289 399 42.4 88.5 52.2 27.4 19.7 125.1
Rv2585c 58602.6 26 23 25 24 27 23 5.6 7.9 4.0 4.9 3.8 1.4
Rv2586c 47013.6 139 131 154 137 157 161 4.5 31.5 1.1 5.6 27.0 9.2
Rv2587c 60235.1 542 523 569 481 596 565 16.1 38.7 80.2 27.8 37.8 64.2
Rv2588c 12966.6 239 226 252 239 244 321 43.0 20.0 43.0 30.5 52.5 102.9
Rv2589 46780.6 267 328 337 320 307 305 50.2 12.4 10.0 36.7 8.4 15.8
Rv2590 127328.0 289 404 333 377 378 398 68.8 4.8 92.6 17.9 28.6 44.9
Rv2592c 36626.9 98 104 92 92 99 131 14.9 3.4 18.5 1.3 12.9 18.0
Rv2593c 20189.2 180 156 130 149 128 223 27.2 5.6 41.1 24.8 7.4 32.0
Rv2595 9249.7 79 383 504 506 604 317 15.1 202.3 223.7 113.2 108.4 27.0
Rv2603c 26798.8 621 653 558 476 533 667 27.4 28.7 117.7 32.6 101.9 98.0
Rv2604c 21040.2 177 141 146 137 140 155 16.7 14.0 16.7 5.2 17.2 7.7
Rv2605c 31536.7 337 416 346 344 379 396 33.4 58.8 14.9 90.2 26.3 64.3
Rv2606c 31365.1 959 1189 1086 949 957 1073 13.0 79.4 110.8 68.3 46.0 165.5
Rv2607 25186.3 237 278 227 209 210 211 13.1 32.9 33.0 26.1 17.6 32.2
Rv2609c 38096.4 170 159 163 139 139 170 9.1 10.5 33.3 13.5 9.8 9.0
Rv2610c 40445.5 163 195 181 156 184 172 15.5 4.0 29.0 15.4 35.7 8.9
Rv2613c 21836.7 107 123 134 125 134 99 10.0 22.6 20.0 13.1 16.2 9.9
Rv2614c 77121.9 387 441 452 374 414 409 21.8 29.2 21.0 24.6 14.8 73.5
Rv2616 17801.3 68 52 57 61 72 61 3.2 8.8 12.1 5.0 0.3 3.4
Rv2618 24208.6 101 77 68 68 72 83 9.6 2.9 8.6 5.5 5.7 24.0
Rv2619c 12321.7 51 40 68 52 55 35 7.5 4.8 21.7 10.1 3.1 4.7
Rv2622 29542.0 78 64 62 72 78 70 10.9 4.2 8.7 7.5 12.4 10.1
Rv2623 31652.1 143 18337 30252 24748 22919 6999 9.6 2861.9 2671.8 1430.3 1373.7 1048.8
Rv2624c 29400.5 381 1602 2303 1814 1868 997 19.9 84.4 195.2 148.3 235.0 213.2
Rv2625c 41480.2 99 725 1035 771 799 266 11.1 59.6 145.9 51.5 90.8 47.2
Rv2626c 15517.7 188 20373 28255 27438 24273 2658 11.3 1149.7 4846.8 4843.3 3562.6 883.5
Rv2627c 46252.3 198 2255 2758 2919 2817 748 23.9 649.1 482.3 156.3 71.8 93.3
Rv2628 13128.8 25 101 284 535 369 42 7.9 37.7 88.4 238.0 57.2 5.9
Rv2629 40839.9 190 2448 2971 2818 2590 782 26.0 105.6 505.1 470.4 297.2 32.7
Rv2630 19566.2 93 142 139 195 183 92 25.0 29.1 70.3 35.5 16.7 15.9
Rv2632c 10083.3 602 426 544 422 426 269 311.1 23.3 129.9 33.9 22.4 28.0
Rv2633c 18209.7 60 66 59 58 56 41 17.0 11.9 18.0 1.6 2.3 3.3
Rv2650c 51099.9 32 40 32 32 42 40 5.4 4.4 3.4 5.1 3.2 5.2
Rv2658c 13314.2 119 232 275 240 259 138 15.7 14.0 3.7 32.2 4.6 17.1
Rv2670c 39659.2 54 51 44 48 52 56 3.0 3.2 20.5 8.4 7.1 20.8
Rv2671 27693.5 56 54 47 33 35 45 3.6 5.2 11.8 9.7 6.8 19.2
Rv2672 54015.7 141 117 113 98 95 134 7.0 3.8 4.9 13.0 12.4 20.4
Rv2673 48882.7 226 233 233 186 251 282 10.9 23.3 31.3 19.4 27.4 69.6
Rv2674 15318.2 245 246 245 220 227 234 6.9 9.2 15.6 17.2 28.6 53.4
Rv2675c 27545.1 166 188 210 184 172 161 49.4 2.3 12.2 42.5 9.8 27.2
Rv2676c 26249.8 413 535 523 483 482 543 20.1 48.8 51.9 45.6 28.6 54.8
Rv2677c 46846.4 272 304 309 279 328 311 7.8 7.4 18.5 23.9 31.7 59.5
Rv2678c 37606.3 240 320 335 323 311 315 2.8 11.4 20.1 44.5 18.3 14.2
Rv2679 29634.9 189 203 166 121 129 204 31.9 7.0 2.4 13.0 6.0 73.0
Rv2680 22555.1 255 280 275 266 279 258 31.8 21.9 31.8 40.5 9.6 12.8
Rv2681 47224.5 120 343 305 385 483 290 13.6 230.3 211.5 21.3 30.1 326.3
Rv2682c 67885.4 138 165 146 133 115 116 12.2 9.3 11.6 14.1 10.4 33.6
Rv2683 17729.5 365 230 200 163 181 407 46.3 24.5 8.1 26.8 12.2 124.2
Rv2690c 70770.0 30 25 27 26 28 31 4.0 0.5 3.6 1.1 4.7 2.3
Rv2691 24239.5 442 530 574 477 462 516 51.1 35.4 6.6 14.0 13.8 145.6
Rv2692 23947.4 288 318 379 342 342 303 15.6 15.2 25.6 15.0 11.3 67.3
Rv2694c 13570.3 200 191 205 176 184 176 3.8 24.3 15.7 8.5 10.5 46.5
Rv2695 24154.5 43 51 64 53 60 49 3.3 2.9 4.1 7.8 4.7 8.1
Rv2696c 27216.7 242 223 215 179 211 245 47.4 4.4 23.6 4.4 18.8 49.5
Rv2697c 15770.9 350 285 267 272 259 342 40.1 15.8 42.2 40.7 8.9 46.1
Rv2699c 10915.9 512 348 274 281 364 365 176.6 34.6 41.9 41.3 8.0 20.0
Rv2700 22627.5 125 93 85 62 74 112 10.4 7.4 6.4 7.1 8.8 7.1
Rv2701c 29995.0 146 129 143 131 140 145 31.7 33.9 8.4 9.6 11.7 30.2
Rv2703 57768.2 851 868 686 717 773 845 100.1 48.2 170.1 15.9 57.4 154.8
Rv2708c 8962.2 170 45 40 38 54 88 64.5 2.5 1.9 1.1 9.1 12.0
Rv2710 36343.4 116 141 107 89 257 132 14.7 6.1 5.5 3.5 9.3 41.8
Rv2711 25232.9 1422 1792 1895 1811 1917 1990 162.8 34.2 102.7 76.6 144.3 381.9
Rv2713 50754.0 215 273 302 297 319 232 1.7 16.2 54.8 5.1 30.9 45.5
Rv2714 35519.8 207 242 193 160 197 186 21.7 39.4 37.6 40.7 34.3 69.9
Rv2715 36932.6 169 123 95 98 111 164 14.7 9.3 21.4 5.4 10.5 9.4
Rv2716 24574.3 346 373 374 379 431 402 60.5 22.3 92.5 48.8 114.3 128.1
Rv2718c 17177.3 224 258 291 217 229 254 21.4 15.7 14.8 8.3 14.6 46.0
Rv2720 24841.2 696 895 860 790 879 691 51.9 54.2 192.8 47.3 65.0 116.9
Rv2721c 72339.7 698 651 544 515 584 609 24.3 62.8 12.5 38.7 19.0 33.9
Rv2724c 42844.7 263 432 357 357 371 319 26.1 32.7 79.3 58.7 64.1 47.1
Rv2726c 29697.6 268 298 267 229 244 287 24.6 10.6 7.5 27.8 5.4 40.7
Rv2728c 23455.7 71 62 52 49 47 50 21.7 1.6 2.9 2.7 8.8 6.5
Rv2731 49796.1 263 348 340 300 312 266 32.9 15.9 18.7 10.5 12.7 61.9
Rv2732c 21989.4 190 134 145 133 149 157 11.5 9.9 14.5 19.5 22.9 35.8
Rv2737c 85389.1 418 454 358 365 372 1203 83.9 9.3 108.1 60.6 68.7 297.3
Rv2739c 39962.3 116 127 153 134 139 125 7.7 38.7 9.1 20.6 10.6 27.2
Rv2740 16593.0 257 279 294 223 276 256 13.8 41.8 31.7 11.7 24.0 15.8
Rv2743c 28961.6 72 85 82 80 91 66 10.4 13.4 15.7 9.7 11.8 6.5
Rv2744c 29257.9 1957 2044 2097 1890 2198 2220 172.5 145.9 121.4 93.1 197.8 356.0
Rv2745c 11785.7 25 23 23 30 220 24 4.7 3.5 2.4 4.7 18.3 4.8
Rv2748c 94406.5 266 416 455 438 467 379 52.4 35.1 109.1 72.6 21.1 105.9
Rv2749 11098.7 462 509 607 544 564 434 71.0 27.5 27.6 63.0 38.7 30.4
Rv2750 28190.9 278 245 211 252 280 221 92.4 10.3 73.3 54.6 14.4 49.1
Rv2751 33610.4 137 135 128 128 145 130 8.6 9.7 8.0 0.7 17.1 5.6
Rv2752c 59500.4 190 213 168 162 178 203 28.9 30.7 10.3 7.1 9.9 84.3
Rv2753c 30826.2 316 308 374 300 335 280 125.8 70.6 133.4 97.2 43.9 64.5
Rv2754c 27559.2 204 246 306 284 312 247 22.8 69.0 176.9 140.9 161.7 25.2
Rv2764c 29820.8 150 148 132 121 142 146 3.0 3.2 20.9 5.6 14.6 25.7
Rv2765 26159.5 183 157 156 121 144 174 19.6 5.9 10.2 14.2 3.2 29.1
Rv2766c 27140.1 323 369 366 502 454 415 25.2 17.4 11.6 127.0 179.5 8.7
Rv2773c 25733.4 609 688 647 577 592 544 42.2 22.8 81.2 85.2 33.6 92.3
Rv2775 17405.9 96 94 92 100 105 94 7.0 18.6 9.3 9.4 8.7 29.6
Rv2778c 17268.5 405 353 291 293 351 421 70.7 92.4 62.5 39.8 48.6 73.3
Rv2780 38713.2 329 1686 3458 2583 2436 560 152.0 653.3 507.9 296.3 343.6 67.5
Rv2781c 35392.8 41 35 23 22 27 41 2.6 1.4 8.8 7.8 3.7 11.5
Rv2782c 47072.5 214 361 1227 1077 502 421 119.8 438.4 84.5 815.1 601.3 275.2
Rv2783c 79734.7 2208 2570 2259 2230 2491 2893 431.5 222.4 206.3 115.4 267.2 259.0
Rv2785c 10443.2 929 904 745 636 693 872 186.6 190.0 192.2 87.0 88.8 371.3
Rv2786c 36058.1 35 27 50 30 31 21 21.9 2.7 20.3 6.8 6.1 0.5
Rv2788 24919.1 143 216 215 162 174 153 5.6 17.9 2.5 10.0 12.3 42.7
Rv2789c 44743.4 191 234 399 341 294 240 17.9 13.2 105.4 116.4 46.1 10.6
Rv2790c 42904.1 261 200 205 171 156 212 60.9 12.7 10.4 10.3 10.9 31.5
Rv2793c 31819.5 46 36 32 30 37 45 1.9 1.9 8.5 5.5 0.9 7.0
Rv2795c 37568.5 85 90 102 88 101 64 12.9 16.9 6.4 4.0 10.3 7.4
Rv2799 22870.0 114 72 89 72 71 72 18.5 10.0 16.8 9.4 11.0 10.1
Rv2818c 42648.6 218 243 241 188 213 267 22.6 8.1 12.4 26.3 36.7 44.5
Rv2821c 25773.3 81 47 51 64 71 75 8.8 18.6 3.9 4.1 2.4 6.7
Rv2824c 34414.4 54 42 35 38 44 45 6.6 8.1 10.3 18.2 8.5 11.2
Rv2831 26630.4 1162 1197 1073 1023 1084 1401 252.7 38.1 86.1 40.8 75.7 424.1
Rv2837c 35383.2 435 297 204 219 279 341 90.4 70.5 18.0 21.0 32.3 69.7
